"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0.017865,1,0,0.5,-0.5,0.025
-0.0030193,3.7468e-06,0,0.017867,1,0.00099999,0.5,-0.499,0.025
-0.0060386,7.4936e-06,0,0.017868,1,0.002,0.5,-0.498,0.025
-0.008992,1.5499e-05,0,0.017871,1,0.003,0.5,-0.497,0.025
-0.011945,2.3537e-05,0,0.017874,1,0.004,0.5,-0.496,0.025
-0.014848,3.6203e-05,0,0.017876,1,0.005,0.5,-0.495,0.025
-0.017749,4.9104e-05,0,0.017878,1,0.006,0.5,-0.494,0.025
-0.020605,6.5157e-05,0,0.017879,1,0.007,0.5,-0.493,0.025
-0.023454,8.1648e-05,0,0.01788,1,0.008,0.5,-0.492,0.025
-0.026267,0.00010008,0,0.017881,1,0.009,0.5,-0.491,0.025
-0.029067,0.00011909,0,0.017882,1,0.01,0.5,-0.49,0.025
-0.031839,0.0001391,0,0.017882,1,0.011,0.5,-0.489,0.025
-0.034592,0.00015972,0,0.017882,1,0.012,0.5,-0.488,0.025
-0.037326,0.00018066,0,0.017882,1,0.013,0.5,-0.487,0.025
-0.040034,0.00020201,0,0.017881,1,0.014,0.5,-0.486,0.025
-0.042731,0.00022332,0,0.01788,1,0.015,0.5,-0.485,0.025
-0.045396,0.00024453,0,0.017879,1,0.016,0.5,-0.484,0.025
-0.04806,0.00026575,0,0.017877,1,0.017,0.5,-0.483,0.025
-0.050684,0.00028602,0,0.017875,1,0.018,0.5,-0.482,0.025
-0.053306,0.00030628,0,0.017872,1,0.019,0.5,-0.481,0.025
-0.055901,0.00032534,0,0.017869,1,0.02,0.5,-0.48,0.025
-0.058484,0.00034389,0,0.017866,1,0.021,0.5,-0.479,0.025
-0.061052,0.00036152,0,0.017862,1,0.022,0.5,-0.478,0.025
-0.063597,0.00037766,0,0.017857,1,0.023,0.5,-0.477,0.025
-0.066142,0.00039375,0,0.017853,1,0.024,0.5,-0.476,0.025
-0.068651,0.00040684,0,0.017847,1,0.025,0.5,-0.475,0.025
-0.071161,0.00041993,0,0.017841,1,0.026,0.5,-0.474,0.025
-0.07365,0.00043083,0,0.017835,1,0.027,0.5,-0.473,0.025
-0.076126,0.00044034,0,0.017828,1,0.028,0.5,-0.472,0.025
-0.078597,0.00044916,0,0.01782,1,0.029,0.5,-0.471,0.025
-0.081042,0.00045464,0,0.017812,1,0.03,0.5,-0.47,0.025
-0.083487,0.00046013,0,0.017803,1,0.031,0.5,-0.469,0.025
-0.085913,0.00046258,0,0.017794,1,0.032,0.5,-0.468,0.025
-0.08833,0.00046369,0,0.017783,1,0.033,0.5,-0.467,0.025
-0.090743,0.000464,0,0.017773,1,0.034,0.5,-0.466,0.025
-0.093135,0.00046049,0,0.017761,1,0.035,0.5,-0.465,0.025
-0.095526,0.00045698,0,0.017749,1,0.036,0.5,-0.464,0.025
-0.097904,0.00045058,0,0.017735,1,0.037,0.5,-0.463,0.025
-0.10027,0.00044233,0,0.017721,1,0.038,0.5,-0.462,0.025
-0.10264,0.00043405,0,0.017707,1,0.039,0.5,-0.461,0.025
-0.10499,0.00042106,0,0.017691,1,0.04,0.5,-0.46,0.025
-0.10734,0.00040807,0,0.017675,1,0.041,0.5,-0.459,0.025
-0.10968,0.0003934,0,0.017657,1,0.042,0.5,-0.458,0.025
-0.11202,0.00037578,0,0.017639,1,0.043,0.5,-0.457,0.025
-0.11435,0.00035815,0,0.01762,1,0.044,0.5,-0.456,0.025
-0.11667,0.00033759,0,0.017599,1,0.045,0.5,-0.455,0.025
-0.11899,0.00031557,0,0.017578,1,0.046,0.5,-0.454,0.025
-0.12131,0.00029355,0,0.017556,1,0.047,0.5,-0.453,0.025
-0.12362,0.00026776,0,0.017532,1,0.048,0.5,-0.452,0.025
-0.12593,0.00024171,0,0.017508,1,0.049,0.5,-0.451,0.025
-0.12824,0.0002151,0,0.017483,1,0.05,0.5,-0.45,0.025
-0.13054,0.0001855,0,0.017455,1,0.051,0.5,-0.449,0.025
-0.13284,0.0001559,0,0.017428,1,0.052,0.5,-0.448,0.025
-0.13514,0.00012531,0,0.017399,1,0.053,0.5,-0.447,0.025
-0.13744,9.2746e-05,0,0.017368,1,0.054,0.5,-0.446,0.025
-0.13973,6.0183e-05,0,0.017337,1,0.055,0.5,-0.445,0.025
-0.14203,2.6574e-05,0,0.017304,1,0.056,0.5,-0.444,0.025
-0.14432,-8.2529e-06,0,0.017269,1,0.057,0.5,-0.443,0.025
-0.14662,-4.3079e-05,0,0.017234,1,0.058,0.5,-0.442,0.025
-0.14891,-7.8706e-05,0,0.017197,1,0.059,0.5,-0.441,0.025
-0.15121,-0.00011501,0,0.017158,1,0.06,0.5,-0.44,0.025
-0.15351,-0.0001513,0,0.017119,1,0.061,0.5,-0.439,0.025
-0.1558,-0.00018795,0,0.017077,1,0.062,0.5,-0.438,0.025
