"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,nan,0,0,0.03,0,-0.15
1.0006,-4.6377e-23,-3.0048e-05,-0.016444,1,0.00030001,0.03,0,-0.1497
1.0015,-1.0741e-22,-7.8508e-05,-0.016443,1,0.0006,0.03,0,-0.1494
1.0023,-7.4717e-24,-0.00013621,-0.016442,1,0.0009,0.03,0,-0.1491
1.0031,-9.2722e-22,-0.00019897,-0.016442,1,0.0012,0.03,0,-0.1488
1.0038,-3.0948e-21,-0.00026803,-0.01644,1,0.0015,0.03,0,-0.1485
1.0044,-5.4895e-22,-0.00034269,-0.016438,1,0.0018,0.03,0,-0.1482
1.005,1.8502e-21,-0.00041914,-0.016436,1,0.0021,0.03,0,-0.1479
1.0056,1.8093e-21,-0.00049785,-0.016434,1,0.0024,0.03,0,-0.1476
1.0061,2.7235e-22,-0.00057779,-0.016432,1,0.0027,0.03,0,-0.1473
1.0066,-1.6803e-21,-0.00065836,-0.01643,1,0.003,0.03,0,-0.147
1.0071,-1.6415e-21,-0.00073983,-0.016428,1,0.0033,0.03,0,-0.1467
1.0076,-2.2498e-21,-0.00082166,-0.016426,1,0.0036,0.03,0,-0.1464
1.008,-3.4542e-21,-0.00090384,-0.016425,1,0.0039,0.03,0,-0.1461
1.0085,5.8908e-22,-0.00098652,-0.016423,1,0.0042,0.03,0,-0.1458
1.0089,3.5868e-21,-0.0010694,-0.016421,1,0.0045,0.03,0,-0.1455
1.0093,3.5878e-21,-0.0011526,-0.016419,1,0.0048,0.03,0,-0.1452
1.0097,6.5577e-22,-0.0012361,-0.016418,1,0.0051,0.03,0,-0.1449
1.0101,-2.4609e-21,-0.0013198,-0.016417,1,0.0054,0.03,0,-0.1446
1.0105,-1.3109e-21,-0.0014038,-0.016416,1,0.0057,0.03,0,-0.1443
1.0109,-4.2194e-22,-0.0014879,-0.016415,1,0.006,0.03,0,-0.144
1.0112,2.8687e-22,-0.0015722,-0.016414,1,0.0063,0.03,0,-0.1437
1.0116,-3.7323e-22,-0.0016568,-0.016413,1,0.0066,0.03,0,-0.1434
1.0119,-1.3555e-22,-0.0017414,-0.016413,1,0.0069,0.03,0,-0.1431
1.0123,1.5564e-21,-0.0018262,-0.016413,1,0.0072,0.03,0,-0.1428
1.0126,5.2687e-22,-0.0019112,-0.016413,1,0.0075,0.03,0,-0.1425
1.013,-1.2157e-21,-0.0019963,-0.016413,1,0.0078,0.03,0,-0.1422
1.0133,-3.2146e-21,-0.0020816,-0.016413,1,0.0081,0.03,0,-0.1419
1.0136,-1.5666e-21,-0.002167,-0.016414,1,0.0084,0.03,0,-0.1416
1.0139,2.1177e-21,-0.0022525,-0.016415,1,0.0087,0.03,0,-0.1413
1.0143,2.4899e-21,-0.0023382,-0.016416,1,0.009,0.03,0,-0.141
1.0146,1.5759e-21,-0.0024241,-0.016418,1,0.0093,0.03,0,-0.1407
1.0149,-8.751e-22,-0.00251,-0.016419,1,0.0096,0.03,0,-0.1404
1.0152,-3.4666e-22,-0.0025962,-0.016421,1,0.0099,0.03,0,-0.1401
1.0155,3.3578e-22,-0.0026825,-0.016423,1,0.0102,0.03,0,-0.1398
1.0158,1.5387e-22,-0.0027689,-0.016426,1,0.0105,0.03,0,-0.1395
1.0161,-3.5345e-22,-0.0028555,-0.016429,1,0.0108,0.03,0,-0.1392
1.0164,-9.9501e-22,-0.0029422,-0.016431,1,0.0111,0.03,0,-0.1389
1.0166,-1.5438e-21,-0.0030292,-0.016435,1,0.0114,0.03,0,-0.1386
1.0169,-1.879e-21,-0.0031163,-0.016438,1,0.0117,0.03,0,-0.1383
1.0172,-2.0234e-21,-0.0032035,-0.016442,1,0.012,0.03,0,-0.138
1.0175,-1.2821e-21,-0.003291,-0.016446,1,0.0123,0.03,0,-0.1377
1.0178,1.1197e-23,-0.0033786,-0.01645,1,0.0126,0.03,0,-0.1374
1.018,2.2196e-21,-0.0034663,-0.016455,1,0.0129,0.03,0,-0.1371
1.0183,3.4248e-21,-0.0035543,-0.01646,1,0.0132,0.03,0,-0.1368
1.0186,3.7857e-21,-0.0036424,-0.016465,1,0.0135,0.03,0,-0.1365
1.0189,1.4063e-21,-0.0037308,-0.016471,1,0.0138,0.03,0,-0.1362
1.0191,4.7995e-22,-0.0038193,-0.016476,1,0.0141,0.03,0,-0.1359
1.0194,5.7906e-22,-0.003908,-0.016482,1,0.0144,0.03,0,-0.1356
1.0197,1.4219e-21,-0.0039969,-0.016489,1,0.0147,0.03,0,-0.1353
1.0199,7.1805e-22,-0.004086,-0.016495,1,0.015,0.03,0,-0.135
1.0202,-2.3748e-21,-0.0041753,-0.016502,1,0.0153,0.03,0,-0.1347
1.0204,-3.7107e-21,-0.0042649,-0.016509,1,0.0156,0.03,0,-0.1344
1.0207,-3.7691e-21,-0.0043545,-0.016517,1,0.0159,0.03,0,-0.1341
1.021,-6.458e-22,-0.0044445,-0.016525,1,0.0162,0.03,0,-0.1338
1.0212,1.3524e-21,-0.0045346,-0.016533,1,0.0165,0.03,0,-0.1335
1.0215,2.6007e-21,-0.0046249,-0.016541,1,0.0168,0.03,0,-0.1332
1.0217,1.2238e-21,-0.0047156,-0.01655,1,0.0171,0.03,0,-0.1329
1.022,2.2792e-22,-0.0048064,-0.016559,1,0.0174,0.03,0,-0.1326
1.0222,-3.0542e-22,-0.0048973,-0.016568,1,0.0177,0.03,0,-0.1323
1.0225,-1.8356e-22,-0.0049886,-0.016578,1,0.018,0.03,0,-0.132
1.0227,2.3144e-23,-0.0050801,-0.016588,1,0.0183,0.03,0,-0.1317
1.023,2.1963e-22,-0.0051718,-0.016598,1,0.0186,0.03,0,-0.1314
1.0232,-2.0242e-22,-0.0052638,-0.016609,1,0.0189,0.03,0,-0.1311
1.0234,-7.9514e-22,-0.0053559,-0.01662,1,0.0192,0.03,0,-0.1308
1.0237,-7.1026e-22,-0.0054484,-0.016631,1,0.0195,0.03,0,-0.1305
1.0239,-4.1518e-22,-0.005541,-0.016642,1,0.0198,0.03,0,-0.1302
1.0242,7.0141e-23,-0.0056339,-0.016654,1,0.0201,0.03,0,-0.1299
1.0244,2.825e-22,-0.0057271,-0.016667,1,0.0204,0.03,0,-0.1296
1.0246,4.8294e-22,-0.0058205,-0.016679,1,0.0207,0.03,0,-0.1293
1.0249,7.3067e-22,-0.0059141,-0.016692,1,0.021,0.03,0,-0.129
1.0251,1.031e-21,-0.0060081,-0.016705,1,0.0213,0.03,0,-0.1287
1.0253,1.1725e-21,-0.0061022,-0.016719,1,0.0216,0.03,0,-0.1284
1.0256,4.0661e-22,-0.0061967,-0.016732,1,0.0219,0.03,0,-0.1281
1.0258,-4.0037e-22,-0.0062914,-0.016747,1,0.0222,0.03,0,-0.1278
1.026,-1.2383e-21,-0.0063864,-0.016761,1,0.0225,0.03,0,-0.1275
1.0263,-5.9275e-22,-0.0064817,-0.016776,1,0.0228,0.03,0,-0.1272
