"U:0","U:1","U:2","p","IntegrationTime","Vorticity:0","Vorticity:1","Vorticity:2","Rotation","AngularVelocity","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
1.0382,2.514e-23,-0.011404,-0.033948,0.03766,6.0349e-16,-0.21978,1.786e-15,-1.8155e-18,5.8383e-16,-4.0085e-10,1,-3.6498e-08,0.069209,1.5778e-25,0.071946
1.0378,-2.6488e-22,-0.011838,-0.033592,0.038676,-7.4397e-16,-0.21658,-5.5362e-15,-1.8647e-18,-6.8078e-16,-4.495e-10,1,-3.9422e-08,0.070264,1.1551e-25,0.071934
1.0375,-3.6414e-22,-0.01226,-0.033224,0.039692,-9.3185e-16,-0.21851,-5.5411e-15,-2.6509e-18,-8.6632e-16,-4.9808e-10,1,-4.2144e-08,0.071319,-2.396e-25,0.071921
1.0371,4.6108e-23,-0.01267,-0.032846,0.040708,1.0991e-15,-0.22075,1.2487e-14,-2.6101e-18,9.4644e-16,-5.1487e-10,1,-4.2144e-08,0.072373,-1.6567e-25,0.071909
1.0367,-4.0565e-22,-0.013069,-0.032457,0.041726,-6.4576e-16,-0.21776,-2.0228e-14,-2.3275e-18,-3.9074e-16,-5.3105e-10,1,-4.2144e-08,0.073428,-2.4988e-25,0.071896
1.0363,-1.6926e-22,-0.013455,-0.032058,0.042743,-2.0702e-16,-0.22032,-4.9775e-16,-2.6283e-18,-2.0054e-16,-5.8028e-10,1,-4.47e-08,0.074483,-5.0323e-25,0.071882
1.0359,3.3015e-22,-0.013829,-0.03165,0.043761,3.9385e-16,-0.22262,-9.8816e-15,-2.4628e-18,5.2572e-16,-6.2893e-10,1,-4.7117e-08,0.075538,-2.5689e-25,0.071868
1.0355,3.7475e-22,-0.014191,-0.031233,0.044779,7.569e-18,-0.21876,4.2618e-15,-2.221e-18,-5.0829e-17,-6.4552e-10,1,-4.7117e-08,0.076593,-8.9389e-26,0.071854
1.0351,7.4755e-22,-0.01454,-0.030808,0.045798,-1.0687e-16,-0.21381,-7.1209e-15,-2.2504e-18,-6.8483e-18,-6.6177e-10,1,-4.7117e-08,0.077648,3.6981e-25,0.071839
1.0347,3.5865e-22,-0.014875,-0.030374,0.046818,6.4391e-16,-0.21698,9.904e-16,-1.933e-18,6.2961e-16,-7.1042e-10,1,-4.9416e-08,0.078703,1.2149e-24,0.071824
1.0342,2.8604e-22,-0.015198,-0.029933,0.047837,2.7863e-16,-0.22042,-9.8585e-15,-1.396e-18,4.2345e-16,-7.5836e-10,1,-5.1614e-08,0.079758,1.666e-24,0.071809
1.0338,3.268e-22,-0.015508,-0.029484,0.048858,7.6412e-16,-0.21351,7.5779e-16,-7.96e-19,7.5266e-16,-7.7415e-10,1,-5.1613e-08,0.080814,1.7719e-24,0.071793
1.0334,-3.4265e-22,-0.015804,-0.029029,0.049879,-3.8258e-16,-0.22216,1.0546e-14,-6.894e-19,-5.4381e-16,-7.8921e-10,1,-5.1613e-08,0.081869,1.8523e-24,0.071777
1.0329,-2.245e-22,-0.016087,-0.028568,0.0509,-8.6971e-17,-0.21745,1.1858e-14,-1.1058e-18,-2.7162e-16,-8.0373e-10,1,-5.1613e-08,0.082924,1.3694e-24,0.071761
1.0325,-4.3518e-22,-0.016357,-0.028101,0.051922,-1.1117e-15,-0.22434,-2.4537e-14,-1.6139e-18,-7.229e-16,-8.1753e-10,1,-5.1613e-08,0.08398,9.3e-25,0.071745
1.032,-3.2885e-23,-0.016613,-0.027628,0.052944,1.5243e-15,-0.21812,3.9783e-15,-1.2371e-18,1.4601e-15,-8.3057e-10,1,-5.1612e-08,0.085035,9.4992e-25,0.071728
1.0315,1.1896e-22,-0.016855,-0.027151,0.053967,-4.5026e-16,-0.22166,1.9081e-14,-8.8006e-19,-7.6194e-16,-8.777e-10,1,-5.372e-08,0.086091,5.5881e-25,0.071711
1.0311,-4.8652e-22,-0.017084,-0.02667,0.054991,-5.962e-16,-0.21996,6.3257e-15,-1.6286e-18,-7.0092e-16,-9.2359e-10,1,-5.5747e-08,0.087147,6.3321e-25,0.071693
1.0306,2.0047e-22,-0.017299,-0.026185,0.056014,-1.543e-16,-0.21857,1.6684e-15,-2.0808e-18,-1.8228e-16,-9.3572e-10,1,-5.5747e-08,0.088202,3.3209e-25,0.071676
1.0301,3.8375e-22,-0.017501,-0.025696,0.057039,5.8936e-16,-0.21217,5.6119e-15,-1.9211e-18,4.9394e-16,-9.4704e-10,1,-5.5747e-08,0.089258,6.9906e-25,0.071658
1.0296,-3.7554e-22,-0.01769,-0.025205,0.058064,2.6152e-16,-0.22003,-1.4175e-14,-1.4092e-18,5.0499e-16,-9.5759e-10,1,-5.5747e-08,0.090314,4.9176e-25,0.07164
1.0291,-2.9679e-23,-0.017864,-0.024711,0.05909,-3.4546e-16,-0.21465,9.0154e-16,-1.3354e-18,-3.6105e-16,-9.6755e-10,1,-5.5747e-08,0.09137,4.6415e-25,0.071621
1.0287,1.6047e-23,-0.018025,-0.024215,0.060116,7.994e-16,-0.21309,1.0949e-14,-1.2089e-18,6.0744e-16,-9.7673e-10,1,-5.5746e-08,0.092426,2.2356e-25,0.071603
1.0282,3.2429e-22,-0.018173,-0.023718,0.061142,-2.7775e-16,-0.22218,-1.227e-14,-9.2836e-19,-6.0876e-17,-9.8531e-10,1,-5.5746e-08,0.093482,4.4617e-25,0.071584
1.0277,2.0758e-22,-0.018307,-0.023219,0.06217,-1.3582e-15,-0.21547,-2.1506e-15,-1.6375e-18,-1.3197e-15,-9.929e-10,1,-5.5746e-08,0.094539,5.9163e-25,0.071566
1.0272,1.7188e-22,-0.018428,-0.02272,0.063198,-6.8997e-16,-0.21862,-3.0841e-14,-2.3859e-18,-1.3667e-16,-9.9989e-10,1,-5.5746e-08,0.095595,8.4595e-25,0.071547
1.0267,2.7996e-22,-0.018535,-0.022221,0.064226,-4.5757e-16,-0.21724,1.1722e-14,-2.8002e-18,-6.6908e-16,-1.0063e-09,1,-5.5746e-08,0.096651,8.4339e-25,0.071528
1.0262,6.0316e-22,-0.018629,-0.021722,0.065255,3.3602e-16,-0.21939,1.6512e-14,-3.1258e-18,3.6253e-17,-1.0119e-09,1,-5.5746e-08,0.097708,1.1799e-24,0.071509
1.0257,6.0421e-22,-0.018711,-0.021224,0.066284,3.9251e-17,-0.218,1.5099e-14,-3.2287e-18,-2.3615e-16,-1.0168e-09,1,-5.5746e-08,0.098764,1.8098e-24,0.071489
1.0252,4.0899e-22,-0.018779,-0.020727,0.067315,3.8719e-16,-0.21597,7.0151e-15,-3.2171e-18,2.5866e-16,-1.0208e-09,1,-5.5746e-08,0.099821,2.4357e-24,0.07147
1.0248,2.2671e-22,-0.018836,-0.020231,0.068345,-2.858e-16,-0.21381,1.2216e-14,-3.3468e-18,-5.1025e-16,-1.0245e-09,1,-5.5746e-08,0.10088,2.5892e-24,0.071451
1.0243,-1.2495e-23,-0.018879,-0.019738,0.069376,5.3663e-16,-0.21609,-1.4847e-18,-3.3332e-18,5.3656e-16,-1.0274e-09,1,-5.5746e-08,0.10193,2.7146e-24,0.071431
1.0238,3.0323e-22,-0.01891,-0.019247,0.070408,-1.5396e-16,-0.21328,-1.4635e-14,-2.9964e-18,1.1633e-16,-1.0297e-09,1,-5.5746e-08,0.10299,2.8078e-24,0.071412
1.0233,1.2037e-24,-0.018929,-0.018758,0.07144,-3.1768e-16,-0.22124,-9.3371e-15,-3.0112e-18,-1.4494e-16,-1.0311e-09,1,-5.5746e-08,0.10405,2.8951e-24,0.071392
1.0228,-1.044e-22,-0.018936,-0.018273,0.072473,-3.2842e-16,-0.21823,-3.8253e-15,-3.219e-18,-2.5756e-16,-1.0318e-09,1,-5.5745e-08,0.1051,2.7773e-24,0.071373
1.0224,-3.6342e-22,-0.018931,-0.017792,0.073507,6.3097e-16,-0.21491,-1.8179e-14,-2.8522e-18,9.6743e-16,-1.0321e-09,1,-5.5745e-08,0.10616,2.729e-24,0.071353
1.0219,1.5535e-22,-0.018915,-0.017314,0.074541,-5.3744e-16,-0.21623,1.0173e-14,-2.7272e-18,-7.2562e-16,-1.0317e-09,1,-5.5745e-08,0.10722,2.6616e-24,0.071334
1.0214,9.9911e-23,-0.018887,-0.016841,0.075576,8.4929e-16,-0.21282,2.0109e-14,-2.8556e-18,4.7737e-16,-1.0308e-09,1,-5.5746e-08,0.10828,2.8681e-24,0.071314
1.021,-3.8433e-22,-0.018849,-0.016373,0.076611,-9.3155e-16,-0.21897,1.4443e-14,-3.2286e-18,-1.198e-15,-1.0292e-09,1,-5.5746e-08,0.10933,2.7002e-24,0.071294
1.0205,2.0979e-22,-0.0188,-0.015909,0.077646,5.948e-16,-0.21943,-7.3498e-15,-3.4709e-18,7.3007e-16,-1.0267e-09,1,-5.5746e-08,0.11039,2.6485e-24,0.071275
1.0201,1.0613e-22,-0.018741,-0.01545,0.078683,1.1715e-15,-0.21514,-2.3806e-14,-2.2591e-18,1.6086e-15,-1.0241e-09,1,-5.5746e-08,0.11145,2.9262e-24,0.071256
1.0196,-1.3365e-22,-0.018672,-0.014998,0.079719,-4.7156e-16,-0.21499,3.7251e-15,-1.705e-18,-5.3968e-16,-1.0567e-09,1,-5.7702e-08,0.11251,2.8847e-24,0.071236
1.0192,1.4471e-22,-0.018593,-0.014551,0.080757,3.6699e-16,-0.21801,-3.5586e-15,-1.7609e-18,4.3183e-16,-1.0872e-09,1,-5.9595e-08,0.11356,2.9181e-24,0.071217
1.0188,3.0707e-22,-0.018504,-0.01411,0.081795,-4.4947e-16,-0.21549,-5.4716e-15,-1.7185e-18,-3.5003e-16,-1.0823e-09,1,-5.9595e-08,0.11462,3.147e-24,0.071198
1.0183,1.6321e-22,-0.018406,-0.013676,0.082833,8.1078e-16,-0.22032,2.3765e-14,-1.7023e-18,3.8117e-16,-1.077e-09,1,-5.9595e-08,0.11568,3.4544e-24,0.071178
1.0179,2.083e-22,-0.018299,-0.013248,0.083872,1.0528e-16,-0.21861,2.9184e-14,-1.7221e-18,-4.193e-16,-1.0714e-09,1,-5.9595e-08,0.11674,3.4986e-24,0.071159
1.0175,2.7468e-22,-0.018184,-0.012827,0.084911,3.6325e-16,-0.2216,-2.0873e-14,-1.5574e-18,7.3616e-16,-1.065e-09,1,-5.9595e-08,0.1178,3.8212e-24,0.07114
1.0171,-4.4709e-22,-0.018061,-0.012414,0.085951,-4.2456e-16,-0.22316,9.0712e-15,-1.4791e-18,-5.8554e-16,-1.0905e-09,1,-6.1429e-08,0.11885,3.7364e-24,0.071121
1.0166,1.1168e-23,-0.017892,-0.011907,0.086992,9.0826e-16,-0.32374,-4.5236e-15,-1.2699e-18,9.8772e-16,-1.1134e-09,1,-6.321e-08,0.11991,3.5604e-24,0.071103
1.0163,8.9952e-24,-0.017766,-0.011552,0.088033,3.2806e-16,-0.19261,-1.7259e-14,-4.2801e-19,6.2967e-16,-1.1346e-09,1,-6.4943e-08,0.12097,3.57e-24,0.071084
1.0158,0,-0.017598,-0.011107,0.089363,5.4983e-16,-0.22246,1.0404e-14,2.3658e-19,3.6953e-16,-1.154e-09,1,-6.663e-08,0.12232,3.5742e-24,0.071061
1.0153,0,-0.0174,-0.010619,0.090694,4.8248e-16,-0.224,1.788e-14,5.9961e-19,1.7604e-16,-1.1419e-09,1,-6.663e-08,0.12367,3.5742e-24,0.071037
1.0149,0,-0.017192,-0.010147,0.092025,-1.8861e-16,-0.21643,2.9282e-14,2.6109e-19,-6.8454e-16,-1.1285e-09,1,-6.663e-08,0.12503,3.5742e-24,0.071014
1.0144,0,-0.016973,-0.0096883,0.093358,-6.9255e-16,-0.21562,2.2852e-14,-9.1065e-19,-1.0748e-15,-1.1147e-09,1,-6.6631e-08,0.12638,3.5742e-24,0.070992
1.014,0,-0.016747,-0.0092419,0.09469,-1.5647e-16,-0.2172,1.3174e-14,-1.876e-18,-3.7399e-16,-1.1006e-09,1,-6.6631e-08,0.12773,3.5742e-24,0.070969
1.0136,0,-0.016513,-0.008808,0.096023,-3.2384e-17,-0.21703,-4.1043e-15,-2.1023e-18,3.4478e-17,-1.1123e-09,1,-6.8277e-08,0.12908,3.5742e-24,0.070947
1.0132,0,-0.016272,-0.0083876,0.097357,1.4142e-16,-0.21332,-2.249e-14,-1.7442e-18,5.0257e-16,-1.1473e-09,1,-7.1454e-08,0.13043,3.5742e-24,0.070925
1.0128,0,-0.016024,-0.0079841,0.098692,-1.0106e-16,-0.21885,2.6048e-14,-1.7512e-18,-5.1312e-16,-1.1547e-09,1,-7.2991e-08,0.13179,3.5742e-24,0.070903
1.0124,0,-0.01577,-0.0075931,0.10003,8.0922e-17,-0.22128,8.5073e-16,-2.0485e-18,6.7662e-17,-1.137e-09,1,-7.2992e-08,0.13314,3.5742e-24,0.070882
1.012,0,-0.015512,-0.0072146,0.10136,3.8625e-17,-0.2215,-7.3135e-15,-1.9027e-18,1.5071e-16,-1.1189e-09,1,-7.2992e-08,0.13449,3.5742e-24,0.070861
1.0117,0,-0.01525,-0.0068486,0.1027,-5.3646e-16,-0.22093,8.4565e-15,-2.2455e-18,-6.6386e-16,-1.1004e-09,1,-7.2992e-08,0.13584,3.5742e-24,0.070841
1.0113,0,-0.014983,-0.0064988,0.10403,-3.9612e-16,-0.22108,-2.1745e-14,-2.7384e-18,-7.3932e-17,-1.1036e-09,1,-7.4498e-08,0.13719,3.5742e-24,0.070821
1.011,0,-0.014714,-0.0061624,0.10537,-5.1465e-16,-0.22339,-2.2327e-14,-2.9146e-18,-1.8968e-16,-1.1056e-09,1,-7.5973e-08,0.13855,3.5742e-24,0.070801
1.0107,0,-0.014442,-0.005838,0.10671,-4.9482e-16,-0.22504,1.5453e-14,-3.5199e-18,-7.1556e-16,-1.0857e-09,1,-7.5974e-08,0.1399,3.5742e-24,0.070781
1.0104,0,-0.014169,-0.0055255,0.10805,6.9774e-16,-0.22541,1.341e-14,-3.6577e-18,5.0963e-16,-1.0654e-09,1,-7.5974e-08,0.14125,3.5742e-24,0.070762
1.0101,0,-0.013894,-0.0052265,0.10938,1.3395e-15,-0.22185,7.294e-15,-2.4877e-18,1.2391e-15,-1.0451e-09,1,-7.5974e-08,0.1426,3.5742e-24,0.070743
1.0098,0,-0.013618,-0.0049419,0.11072,8.4608e-16,-0.21841,7.5421e-15,-1.1604e-18,7.443e-16,-1.0247e-09,1,-7.5974e-08,0.14395,3.5742e-24,0.070725
1.0095,0,-0.013342,-0.0046683,0.11206,-4.9568e-16,-0.21657,-1.3832e-14,-8.7154e-19,-3.1285e-16,-1.004e-09,1,-7.5975e-08,0.14531,3.5742e-24,0.070707
1.0093,0,-0.013067,-0.0044058,0.1134,-2.7975e-16,-0.21578,-3.0138e-15,-1.2422e-18,-2.4071e-16,-9.8351e-10,1,-7.5975e-08,0.14666,3.5742e-24,0.070689
1.009,0,-0.012791,-0.0041539,0.11474,1.0621e-15,-0.21477,-3.578e-16,-6.8906e-19,1.0666e-15,-9.632e-10,1,-7.5975e-08,0.14801,3.5742e-24,0.070672
1.0088,0,-0.012517,-0.0039166,0.11608,2.3371e-16,-0.21892,-3.3428e-14,4.5991e-19,6.4845e-16,-9.4269e-10,1,-7.5975e-08,0.14936,3.5742e-24,0.070655
1.0086,0,-0.012245,-0.0036895,0.11742,-5.6444e-16,-0.22104,-5.007e-15,5.5697e-19,-5.0362e-16,-9.2238e-10,1,-7.5976e-08,0.15071,3.5742e-24,0.070638
1.0084,0,-0.011974,-0.003472,0.11876,1.7002e-16,-0.22104,-5.0944e-15,3.7391e-19,2.305e-16,-9.0228e-10,1,-7.5976e-08,0.15206,3.5742e-24,0.070622
1.0081,0,-0.011705,-0.0032641,0.1201,-6.8705e-16,-0.21846,4.2075e-15,3.5125e-20,-7.3585e-16,-8.8218e-10,1,-7.5976e-08,0.15342,3.5742e-24,0.070606
1.008,0,-0.011438,-0.0030676,0.12144,-6.0374e-16,-0.21872,-3.7217e-15,-8.3477e-19,-5.6147e-16,-8.6229e-10,1,-7.5976e-08,0.15477,3.5742e-24,0.070591
1.0078,0,-0.011175,-0.0028814,0.12278,-1.3122e-16,-0.21931,4.017e-14,-1.598e-18,-5.7661e-16,-8.4262e-10,1,-7.5977e-08,0.15612,3.5742e-24,0.070576
1.0076,0,-0.010914,-0.0027037,0.12413,-1.7427e-16,-0.22011,-2.2085e-14,-1.9413e-18,6.4947e-17,-8.2294e-10,1,-7.5977e-08,0.15747,3.5742e-24,0.070561
1.0074,0,-0.010656,-0.0025343,0.12547,-6.9536e-16,-0.22055,-8.5275e-15,-2.3037e-18,-6.0512e-16,-8.0368e-10,1,-7.5977e-08,0.15882,3.5742e-24,0.070546
1.0073,0,-0.010401,-0.0023734,0.12681,1.2665e-15,-0.22448,-1.6158e-14,-1.748e-18,1.4333e-15,-7.8463e-10,1,-7.5977e-08,0.16018,3.5742e-24,0.070532
1.0071,0,-0.010151,-0.0022227,0.12815,4.1196e-16,-0.22462,-3.3631e-14,-2.8211e-19,7.509e-16,-7.6579e-10,1,-7.5977e-08,0.16153,3.5742e-24,0.070518
1.007,0,-0.0099042,-0.0020792,0.12949,-2.5114e-16,-0.22219,1.0989e-14,-1.9188e-20,-3.592e-16,-7.4736e-10,1,-7.5978e-08,0.16288,3.5742e-24,0.070505
1.0069,0,-0.0096608,-0.0019426,0.13084,-1.8383e-16,-0.21632,3.1663e-15,-4.0412e-19,-2.142e-16,-7.2894e-10,1,-7.5978e-08,0.16423,3.5742e-24,0.070492
1.0067,0,-0.009421,-0.0018129,0.13218,2.649e-17,-0.21983,-2.3711e-14,-3.8118e-19,2.4836e-16,-7.1094e-10,1,-7.5978e-08,0.16558,3.5742e-24,0.070479
1.0066,0,-0.0091861,-0.0016916,0.13352,-7.5654e-16,-0.22374,-3.1236e-14,-5.3099e-19,-4.7147e-16,-6.9356e-10,1,-7.5978e-08,0.16694,3.5742e-24,0.070466
1.0065,0,-0.0089553,-0.0015769,0.13487,4.3429e-16,-0.22042,1.0503e-14,-6.1873e-19,3.4082e-16,-6.7619e-10,1,-7.5978e-08,0.16829,3.5742e-24,0.070454
1.0064,0,-0.0087284,-0.0014681,0.13621,1.6968e-17,-0.21808,-1.785e-15,-3.6802e-19,3.2448e-17,-6.5881e-10,1,-7.5978e-08,0.16964,3.5742e-24,0.070442
1.0063,0,-0.0085054,-0.0013649,0.13755,-6.6045e-16,-0.21786,-1.0368e-14,-7.3099e-19,-5.7279e-16,-6.4227e-10,1,-7.5979e-08,0.17099,3.5742e-24,0.070431
1.0062,0,-0.008287,-0.0012679,0.1389,-7.8174e-16,-0.22158,2.0503e-14,-1.7544e-18,-9.5058e-16,-6.3787e-10,1,-7.7426e-08,0.17235,3.5742e-24,0.070419
1.0061,0,-0.0080735,-0.0011772,0.14024,-3.651e-16,-0.22135,-9.5268e-16,-2.6332e-18,-3.5744e-16,-6.3263e-10,1,-7.8847e-08,0.1737,3.5742e-24,0.070408
1.006,0,-0.0078641,-0.0010913,0.14158,1.9768e-16,-0.22104,-2.6705e-16,-2.7391e-18,1.9976e-16,-6.1633e-10,1,-7.8847e-08,0.17505,3.5742e-24,0.070398
1.0059,0,-0.0076586,-0.00101,0.14293,4.7582e-16,-0.21951,-1.1277e-15,-2.2794e-18,4.8439e-16,-6.0047e-10,1,-7.8847e-08,0.1764,3.5742e-24,0.070387
1.0059,0,-0.0074572,-0.00093316,0.14427,6.1847e-16,-0.21528,9.065e-15,-1.5834e-18,5.5125e-16,-5.8462e-10,1,-7.8847e-08,0.17775,3.5742e-24,0.070377
1.0058,0,-0.0072614,-0.00086212,0.14562,6.4105e-17,-0.21918,1.6506e-14,-1.2499e-18,-5.5056e-17,-5.6919e-10,1,-7.8847e-08,0.17911,3.5742e-24,0.070367
