"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.0064,-1.0733e-23,-1.7069e-05,-0.024981,1,0,0.068,0,-0.15
1.0064,-6.204e-24,-2.7326e-05,-0.024983,1,0.00030171,0.068032,0,-0.1497
1.0066,-2.9777e-24,-4.1318e-05,-0.024985,1,0.0006034,0.068064,0,-0.1494
1.0067,-2.8954e-24,-6.0969e-05,-0.024987,1,0.00090511,0.068096,0,-0.1491
1.007,-9.0523e-24,-7.9153e-05,-0.02499,1,0.0012068,0.068128,0,-0.1488
1.0072,-1.4543e-23,-9.653e-05,-0.024993,1,0.0015085,0.06816,0,-0.1485
1.0076,-5.9955e-24,-0.00011228,-0.024996,1,0.0018102,0.068192,0,-0.1482
1.0079,-1.0008e-24,-0.00012699,-0.025,1,0.0021119,0.068224,0,-0.1479
1.0082,3.025e-24,-0.00014094,-0.025004,1,0.0024136,0.068256,0,-0.1476
1.0086,-1.9452e-23,-0.00015372,-0.025009,1,0.0027153,0.068288,0,-0.1473
1.0089,-2.786e-23,-0.00016618,-0.025014,1,0.003017,0.06832,0,-0.147
1.0093,-1.5234e-23,-0.0001782,-0.025019,1,0.0033187,0.068352,0,-0.1467
1.0096,2.9117e-23,-0.00018999,-0.025024,1,0.0036204,0.068384,0,-0.1464
1.01,6.2067e-23,-0.00020167,-0.02503,1,0.0039221,0.068416,0,-0.1461
1.0103,1.4284e-24,-0.00021329,-0.025037,1,0.0042238,0.068448,0,-0.1458
1.0106,-3.4806e-23,-0.0002249,-0.025043,1,0.0045255,0.06848,0,-0.1455
1.0109,-4.7981e-23,-0.00023647,-0.02505,1,0.0048272,0.068512,0,-0.1452
1.0112,-8.6006e-24,-0.00024805,-0.025058,1,0.0051289,0.068544,0,-0.1449
1.0115,1.9908e-23,-0.00025959,-0.025066,1,0.0054306,0.068576,0,-0.1446
1.0118,3.0379e-23,-0.00027108,-0.025074,1,0.0057323,0.068608,0,-0.1443
1.012,4.339e-23,-0.00028254,-0.025082,1,0.006034,0.06864,0,-0.144
1.0123,5.1706e-23,-0.00029394,-0.025091,1,0.0063357,0.068672,0,-0.1437
1.0126,1.0134e-24,-0.00030531,-0.025101,1,0.0066374,0.068704,0,-0.1434
1.0129,-1.9638e-23,-0.00031664,-0.02511,1,0.0069391,0.068736,0,-0.1431
1.0131,-1.466e-23,-0.00032792,-0.02512,1,0.0072408,0.068768,0,-0.1428
1.0134,-9.3176e-25,-0.00033919,-0.025131,1,0.0075425,0.0688,0,-0.1425
1.0136,-6.3557e-24,-0.0003504,-0.025141,1,0.0078442,0.068832,0,-0.1422
1.0139,-5.2218e-23,-0.00036156,-0.025152,1,0.008146,0.068864,0,-0.1419
1.0141,-5.6569e-23,-0.00037264,-0.025164,1,0.0084476,0.068896,0,-0.1416
1.0144,-2.9927e-23,-0.00038365,-0.025176,1,0.0087494,0.068928,0,-0.1413
1.0146,2.9379e-23,-0.00039459,-0.025188,1,0.0090511,0.06896,0,-0.141
1.0149,4.069e-23,-0.00040544,-0.0252,1,0.0093528,0.068992,0,-0.1407
1.0151,-2.6103e-24,-0.00041623,-0.025213,1,0.0096545,0.069024,0,-0.1404
1.0153,2.556e-23,-0.00042694,-0.025227,1,0.0099562,0.069056,0,-0.1401
1.0156,2.1731e-23,-0.00043758,-0.02524,1,0.010258,0.069088,0,-0.1398
1.0158,-4.0948e-23,-0.00044815,-0.025254,1,0.01056,0.06912,0,-0.1395
1.016,-4.0665e-23,-0.00045865,-0.025269,1,0.010861,0.069152,0,-0.1392
1.0163,-1.0194e-23,-0.00046908,-0.025284,1,0.011163,0.069184,0,-0.1389
1.0165,1.1296e-23,-0.00047942,-0.025299,1,0.011465,0.069216,0,-0.1386
1.0167,-1.5499e-23,-0.00048968,-0.025315,1,0.011766,0.069248,0,-0.1383
1.0169,-6.9055e-23,-0.00049986,-0.02533,1,0.012068,0.06928,0,-0.138
1.0172,-1.894e-24,-0.00050995,-0.025347,1,0.01237,0.069312,0,-0.1377
1.0174,4.7882e-23,-0.00051995,-0.025364,1,0.012671,0.069344,0,-0.1374
1.0176,3.6541e-23,-0.00052987,-0.025381,1,0.012973,0.069376,0,-0.1371
1.0178,5.5019e-24,-0.0005397,-0.025398,1,0.013275,0.069408,0,-0.1368
1.018,-3.1097e-23,-0.00054945,-0.025416,1,0.013577,0.06944,0,-0.1365
1.0183,-3.9606e-23,-0.00055912,-0.025434,1,0.013878,0.069472,0,-0.1362
1.0185,-2.5038e-23,-0.0005687,-0.025453,1,0.01418,0.069504,0,-0.1359
1.0187,1.6649e-23,-0.00057822,-0.025472,1,0.014482,0.069536,0,-0.1356
1.0189,2.2171e-23,-0.00058764,-0.025491,1,0.014783,0.069568,0,-0.1353
1.0191,2.9457e-23,-0.00059699,-0.025511,1,0.015085,0.0696,0,-0.135
1.0193,2.4108e-23,-0.00060624,-0.025531,1,0.015387,0.069632,0,-0.1347
1.0195,1.9879e-23,-0.00061538,-0.025552,1,0.015688,0.069664,0,-0.1344
1.0197,1.3251e-23,-0.00062443,-0.025573,1,0.01599,0.069696,0,-0.1341
1.02,4.3388e-24,-0.00063337,-0.025594,1,0.016292,0.069728,0,-0.1338
1.0202,-1.4723e-24,-0.00064221,-0.025616,1,0.016594,0.06976,0,-0.1335
1.0204,-7.5483e-24,-0.00065097,-0.025638,1,0.016895,0.069792,0,-0.1332
1.0206,-7.1515e-23,-0.00065963,-0.025661,1,0.017197,0.069824,0,-0.1329
1.0208,-1.1355e-22,-0.0006682,-0.025684,1,0.017499,0.069856,0,-0.1326
1.021,-3.2634e-23,-0.00067669,-0.025707,1,0.0178,0.069888,0,-0.1323
1.0212,2.7337e-23,-0.00068509,-0.025731,1,0.018102,0.06992,0,-0.132
1.0214,8.9156e-23,-0.00069339,-0.025755,1,0.018404,0.069952,0,-0.1317
1.0216,4.2978e-23,-0.00070158,-0.025779,1,0.018706,0.069984,0,-0.1314
1.0218,3.4759e-23,-0.00070967,-0.025804,1,0.019007,0.070016,0,-0.1311
1.022,7.9572e-23,-0.00071766,-0.02583,1,0.019309,0.070048,0,-0.1308
1.0222,5.2556e-23,-0.00072552,-0.025855,1,0.019611,0.07008,0,-0.1305
1.0224,4.1214e-23,-0.0007333,-0.025881,1,0.019912,0.070112,0,-0.1302
1.0226,4.2128e-23,-0.00074096,-0.025908,1,0.020214,0.070144,0,-0.1299
1.0228,-1.1105e-23,-0.00074853,-0.025935,1,0.020516,0.070176,0,-0.1296
1.023,-9.2526e-23,-0.000756,-0.025962,1,0.020817,0.070208,0,-0.1293
1.0232,-1.2483e-22,-0.00076335,-0.02599,1,0.021119,0.07024,0,-0.129
1.0234,-1.181e-22,-0.0007706,-0.026018,1,0.021421,0.070272,0,-0.1287
1.0236,-6.7779e-23,-0.00077775,-0.026047,1,0.021723,0.070304,0,-0.1284
