"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,nan,0,0,0.035,-0.001,-0.15
1.0008,-2.9026e-22,0.00074267,-0.020596,1,0.00030105,0.034975,-0.000998,-0.1497
1.0018,-2.9864e-22,5.0524e-05,-0.021249,1,0.00060209,0.03495,-0.000996,-0.1494
1.0031,1.992e-22,-7.1912e-05,-0.021928,1,0.00090314,0.034925,-0.000994,-0.1491
1.0033,-1.8513e-22,-0.00016298,-0.021605,1,0.0012042,0.0349,-0.000992,-0.1488
1.0033,-5.4017e-22,-0.00023053,-0.021155,1,0.0015052,0.034875,-0.00099,-0.1485
1.0037,2.3442e-22,-0.00027416,-0.021136,1,0.0018063,0.03485,-0.000988,-0.1482
1.0041,6.9198e-22,-0.00031457,-0.021122,1,0.0021073,0.034825,-0.000986,-0.1479
1.0044,9.2313e-22,-0.00034356,-0.021093,1,0.0024084,0.0348,-0.000984,-0.1476
1.0042,-2.6807e-22,-0.00044727,-0.020521,1,0.0027094,0.034775,-0.000982,-0.1473
1.0045,-7.1276e-22,-0.00056814,-0.020465,1,0.0030105,0.03475,-0.00098,-0.147
1.0054,-1.6579e-22,-0.00070696,-0.021022,1,0.0033115,0.034725,-0.000978,-0.1467
1.0059,-2.7268e-22,-0.00074041,-0.021116,1,0.0036126,0.0347,-0.000976,-0.1464
1.0062,-2.6878e-22,-0.00077006,-0.021137,1,0.0039136,0.034675,-0.000974,-0.1461
1.0066,3.7999e-22,-0.00086763,-0.021164,1,0.0042146,0.03465,-0.000972,-0.1458
1.0073,6.5997e-22,-0.00087421,-0.02153,1,0.0045157,0.034625,-0.00097,-0.1455
1.008,6.9703e-22,-0.00082271,-0.021941,1,0.0048168,0.0346,-0.000968,-0.1452
1.0077,-9.5146e-23,-0.00073743,-0.021424,1,0.0051178,0.034575,-0.000966,-0.1449
1.0077,-2.9867e-22,-0.0007472,-0.021166,1,0.0054188,0.03455,-0.000964,-0.1446
1.0079,9.7736e-23,-0.00086559,-0.02115,1,0.0057199,0.034525,-0.000962,-0.1443
1.0082,-3.1616e-22,-0.00085877,-0.021128,1,0.0060209,0.0345,-0.00096,-0.144
1.0082,-4.985e-22,-0.00088417,-0.020964,1,0.006322,0.034475,-0.000958,-0.1437
1.008,-2.6013e-23,-0.0010226,-0.020527,1,0.006623,0.03445,-0.000956,-0.1434
1.0085,5.1022e-23,-0.0012473,-0.020756,1,0.0069241,0.034425,-0.000954,-0.1431
1.0093,-1.0686e-22,-0.0014549,-0.021201,1,0.0072251,0.0344,-0.000952,-0.1428
1.01,-8.7153e-22,-0.001313,-0.021639,1,0.0075262,0.034375,-0.00095,-0.1425
1.0102,-8.1067e-22,-0.0012,-0.021595,1,0.0078272,0.03435,-0.000948,-0.1422
1.01,-9.9341e-23,-0.0011121,-0.021204,1,0.0081283,0.034325,-0.000946,-0.1419
1.0102,1.6188e-22,-0.0012685,-0.021195,1,0.0084293,0.0343,-0.000944,-0.1416
1.0104,4.0073e-22,-0.0013972,-0.021192,1,0.0087303,0.034275,-0.000942,-0.1413
1.0107,5.9437e-22,-0.0014611,-0.021188,1,0.0090314,0.03425,-0.00094,-0.141
1.0109,5.3531e-22,-0.0015068,-0.021194,1,0.0093324,0.034225,-0.000938,-0.1407
1.0111,2.2682e-22,-0.0015496,-0.021201,1,0.0096335,0.0342,-0.000936,-0.1404
1.0114,-6.9961e-22,-0.0015983,-0.021201,1,0.0099345,0.034175,-0.000934,-0.1401
1.0116,-6.6238e-22,-0.0016452,-0.021199,1,0.010236,0.03415,-0.000932,-0.1398
1.0118,-2.2103e-23,-0.0016917,-0.021196,1,0.010537,0.034125,-0.00093,-0.1395
1.012,9.925e-22,-0.0017371,-0.021213,1,0.010838,0.0341,-0.000928,-0.1392
1.0123,1.1533e-21,-0.0017759,-0.021213,1,0.011139,0.034075,-0.000926,-0.1389
1.0124,2.6634e-22,-0.0018057,-0.021194,1,0.01144,0.03405,-0.000924,-0.1386
1.0126,-4.695e-22,-0.0017177,-0.021177,1,0.011741,0.034025,-0.000922,-0.1383
1.0127,-9.4942e-22,-0.0017148,-0.021095,1,0.012042,0.034,-0.00092,-0.138
1.0126,-7.8884e-22,-0.002009,-0.020856,1,0.012343,0.033975,-0.000918,-0.1377
1.013,-4.0608e-22,-0.002246,-0.020959,1,0.012644,0.03395,-0.000916,-0.1374
1.0135,-2.1491e-23,-0.0024038,-0.021174,1,0.012945,0.033925,-0.000914,-0.1371
1.0137,-7.3584e-22,-0.0020515,-0.021147,1,0.013246,0.0339,-0.000912,-0.1368
1.0137,-1.0173e-21,-0.002034,-0.021031,1,0.013547,0.033875,-0.00091,-0.1365
1.0136,-8.707e-22,-0.0023595,-0.020839,1,0.013848,0.03385,-0.000908,-0.1362
1.0141,8.5934e-22,-0.0028137,-0.021064,1,0.014149,0.033825,-0.000906,-0.1359
1.0146,1.6344e-21,-0.0030006,-0.021307,1,0.01445,0.0338,-0.000904,-0.1356
1.0151,1.8178e-22,-0.0025941,-0.021534,1,0.014751,0.033775,-0.000902,-0.1353
1.0152,-5.3728e-22,-0.0022131,-0.021435,1,0.015052,0.03375,-0.0009,-0.135
1.0151,-7.2084e-22,-0.0019765,-0.021245,1,0.015353,0.033725,-0.000898,-0.1347
1.015,6.6069e-22,-0.00252,-0.021077,1,0.015654,0.0337,-0.000896,-0.1344
1.0153,8.1094e-22,-0.0028878,-0.021101,1,0.015955,0.033675,-0.000894,-0.1341
1.0157,2.0034e-23,-0.0031196,-0.021248,1,0.016257,0.03365,-0.000892,-0.1338
1.0159,-1.0667e-21,-0.0026915,-0.021254,1,0.016558,0.033625,-0.00089,-0.1335
1.016,-1.2543e-21,-0.0025672,-0.021212,1,0.016859,0.0336,-0.000888,-0.1332
1.0159,-1.8374e-23,-0.0029518,-0.02111,1,0.01716,0.033575,-0.000886,-0.1329
1.0163,4.7034e-22,-0.0034695,-0.021233,1,0.017461,0.03355,-0.000884,-0.1326
1.0168,6.7509e-22,-0.0038018,-0.021396,1,0.017762,0.033525,-0.000882,-0.1323
1.0172,4.6395e-22,-0.0033064,-0.021545,1,0.018063,0.0335,-0.00088,-0.132
1.0173,3.3847e-22,-0.0028212,-0.02152,1,0.018364,0.033475,-0.000878,-0.1317
1.0173,2.0816e-22,-0.0023844,-0.021412,1,0.018665,0.03345,-0.000876,-0.1314
1.0173,-1.1723e-21,-0.0030165,-0.021321,1,0.018966,0.033425,-0.000874,-0.1311
1.0174,-1.5488e-21,-0.0035199,-0.021318,1,0.019267,0.0334,-0.000872,-0.1308
1.0178,-7.1289e-22,-0.0038592,-0.021392,1,0.019568,0.033375,-0.00087,-0.1305
1.0181,4.2373e-22,-0.0037082,-0.021454,1,0.019869,0.03335,-0.000868,-0.1302
1.0183,1.2822e-21,-0.0035602,-0.021503,1,0.02017,0.033325,-0.000866,-0.1299
1.0184,1.2262e-21,-0.0036304,-0.021514,1,0.020471,0.0333,-0.000864,-0.1296
1.0186,4.4347e-22,-0.0036766,-0.021532,1,0.020772,0.033275,-0.000862,-0.1293
1.0188,-4.6687e-22,-0.0037147,-0.021552,1,0.021073,0.03325,-0.00086,-0.129
1.019,3.9994e-22,-0.0037731,-0.021568,1,0.021374,0.033225,-0.000858,-0.1287
1.0192,2.992e-22,-0.0038307,-0.021584,1,0.021675,0.0332,-0.000856,-0.1284
1.0194,-6.4674e-22,-0.0038872,-0.021602,1,0.021976,0.033175,-0.000854,-0.1281
1.0196,-1.0714e-21,-0.0039467,-0.021618,1,0.022277,0.03315,-0.000852,-0.1278
1.0198,-1.0028e-21,-0.0040015,-0.021635,1,0.022578,0.033125,-0.00085,-0.1275
1.0199,-6.205e-23,-0.0040468,-0.021653,1,0.02288,0.0331,-0.000848,-0.1272
1.0201,1.5208e-22,-0.0040997,-0.021675,1,0.023181,0.033075,-0.000846,-0.1269
1.0203,2.8856e-22,-0.0041235,-0.021691,1,0.023482,0.03305,-0.000844,-0.1266
1.0205,1.5371e-21,-0.0039772,-0.02167,1,0.023783,0.033025,-0.000842,-0.1263
1.0206,1.3465e-21,-0.0041266,-0.021675,1,0.024084,0.033,-0.00084,-0.126
1.0207,6.5668e-23,-0.0044946,-0.0217,1,0.024385,0.032975,-0.000838,-0.1257
1.021,-7.9706e-22,-0.0047551,-0.021712,1,0.024686,0.03295,-0.000836,-0.1254
1.0212,-1.0048e-21,-0.0048285,-0.021738,1,0.024987,0.032925,-0.000834,-0.1251
1.0214,-2.4628e-22,-0.0046176,-0.021788,1,0.025288,0.0329,-0.000832,-0.1248
1.0216,-7.502e-22,-0.0048485,-0.021836,1,0.025589,0.032875,-0.00083,-0.1245
1.0217,-1.1878e-21,-0.0050863,-0.021877,1,0.02589,0.03285,-0.000828,-0.1242
1.022,1.7825e-22,-0.004924,-0.021887,1,0.026191,0.032825,-0.000826,-0.1239
1.0222,7.3872e-22,-0.0047524,-0.021908,1,0.026492,0.0328,-0.000824,-0.1236
1.0223,7.655e-22,-0.0045861,-0.021936,1,0.026793,0.032775,-0.000822,-0.1233
1.0224,-8.1175e-22,-0.0048586,-0.021922,1,0.027094,0.03275,-0.00082,-0.123
1.0226,-1.0719e-21,-0.0050329,-0.021922,1,0.027395,0.032725,-0.000818,-0.1227
1.0228,3.9614e-22,-0.005086,-0.02194,1,0.027696,0.0327,-0.000816,-0.1224
1.023,7.1057e-22,-0.0053168,-0.02199,1,0.027997,0.032675,-0.000814,-0.1221
1.0232,6.9165e-22,-0.0054837,-0.022033,1,0.028298,0.03265,-0.000812,-0.1218
1.0234,4.4029e-22,-0.005373,-0.022041,1,0.028599,0.032625,-0.00081,-0.1215
1.0236,-1.9388e-22,-0.0052412,-0.022067,1,0.0289,0.0326,-0.000808,-0.1212
1.0237,-1.0258e-21,-0.005139,-0.022101,1,0.029202,0.032575,-0.000806,-0.1209
1.0239,-7.3033e-22,-0.0055481,-0.022126,1,0.029503,0.03255,-0.000804,-0.1206
1.0241,-2.2836e-22,-0.0057214,-0.02214,1,0.029804,0.032525,-0.000802,-0.1203
1.0243,5.4592e-22,-0.0056524,-0.022141,1,0.030105,0.0325,-0.0008,-0.12
1.0244,7.7425e-23,-0.0055439,-0.022174,1,0.030406,0.032475,-0.000798,-0.1197
1.0246,-5.1865e-22,-0.0055734,-0.022209,1,0.030707,0.03245,-0.000796,-0.1194
1.0247,-9.1463e-22,-0.0059208,-0.022237,1,0.031008,0.032425,-0.000794,-0.1191
1.0249,-7.6613e-24,-0.0059903,-0.022248,1,0.031309,0.0324,-0.000792,-0.1188
1.0251,1.2954e-21,-0.005948,-0.022255,1,0.03161,0.032375,-0.00079,-0.1185
1.0253,6.2221e-22,-0.0058832,-0.022293,1,0.031911,0.03235,-0.000788,-0.1182
1.0254,2.2268e-22,-0.0059499,-0.022313,1,0.032212,0.032325,-0.000786,-0.1179
1.0256,1.1778e-22,-0.006126,-0.022316,1,0.032513,0.0323,-0.000784,-0.1176
1.0257,2.6743e-22,-0.0062074,-0.022339,1,0.032814,0.032275,-0.000782,-0.1173
1.0259,4.5487e-22,-0.006313,-0.022371,1,0.033115,0.03225,-0.00078,-0.117
1.0261,5.2172e-22,-0.0064712,-0.022418,1,0.033416,0.032225,-0.000778,-0.1167
1.0263,5.5413e-22,-0.0064719,-0.022437,1,0.033717,0.0322,-0.000776,-0.1164
1.0265,2.9421e-22,-0.0064197,-0.022451,1,0.034018,0.032175,-0.000774,-0.1161
1.0266,-1.3591e-21,-0.0063348,-0.022488,1,0.034319,0.03215,-0.000772,-0.1158
1.0268,-1.5124e-21,-0.0064507,-0.022524,1,0.03462,0.032125,-0.00077,-0.1155
1.0269,-4.6194e-22,-0.0066972,-0.022559,1,0.034921,0.0321,-0.000768,-0.1152
1.0271,1.7442e-22,-0.0068496,-0.022568,1,0.035222,0.032075,-0.000766,-0.1149
1.0273,5.0692e-22,-0.0069487,-0.022591,1,0.035523,0.03205,-0.000764,-0.1146
1.0275,3.6408e-22,-0.006979,-0.022638,1,0.035825,0.032025,-0.000762,-0.1143
1.0276,-1.0715e-22,-0.0070511,-0.022664,1,0.036126,0.032,-0.00076,-0.114
1.0278,-6.2423e-22,-0.0071293,-0.022686,1,0.036427,0.031975,-0.000758,-0.1137
